id,food_id,basis_qty,basis_unit,kcal,protein_g,fat_g,carb_g,fiber_g,sodium_mg,potassium_mg,phosphorus_mg,calcium_mg,magnesium_mg,iron_mg,created_at,updated_at
284,284,100,g,23,0.5,0.1,5,,14,320,30,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
285,285,100,g,25,0.5,0.1,5.4,,8,270,15,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
286,286,100,g,79,1,1,18,,3,130,12,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
287,287,100,g,45,1,0,10,,3,260,20,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
288,288,100,g,47,0.8,0.2,10.1,,4,200,23,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
289,289,100,g,89,0.6,0.1,21,,3,300,32,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
290,290,100,g,71,1,1,14,,3,220,29,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
291,291,100,g,98,2.1,1.7,18,,2,300,24,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
292,292,100,g,66,1,0.5,14,,3,290,30,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
293,293,100,g,304,5.2,0.4,68,,0,0,139,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
294,294,100,g,316,1.9,0.6,74,,0,0,64,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
295,295,100,g,239,1,1,55,,0,0,48,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
296,296,100,g,300,2.4,0.4,70,,0,0,61,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
297,297,100,g,302,3,0.6,69.4,,0,0,125,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
298,298,100,g,306,2.5,0.5,71,,12,800,85,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
299,299,100,g,267,4.3,1.3,58,,34,780,111,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
300,300,100,g,306,2.5,0.5,71,,31,708,129,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
301,301,100,g,72,0.09,0,17.4,,1,120,9,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
302,302,100,g,57,0.02,0,14.1,,3,220,10,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
303,303,100,g,56,0.09,0,13.7,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
304,304,100,g,51,0.16,0,12.3,,0,0,12,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
305,305,100,g,83,0.13,0,20,,2,300,30,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
306,306,100,g,25,1,0,5,,0,0,32,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
307,307,100,g,59,0.5,0,14,,0,0,16,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
308,308,100,g,65,0.4,0,15.5,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
309,309,100,g,70,0,0,17,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
310,310,100,g,73,0.3,0,17.5,,0,0,6,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
311,311,100,g,85,0.2,0,20.5,,0,0,7,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
312,312,100,g,68,0.6,0,16.1,,16,256,20,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
313,313,100,g,64,0.4,0,15.3,,0,0,11,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
314,314,100,g,65,0.4,0,15.5,,0,0,17,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
315,315,100,g,303,23,1.7,47,,60,1500,309,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
316,316,100,g,333,25,1.9,52,,90,700,242,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
317,317,100,g,323,21.5,1.9,63,,35,1000,303,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
318,318,100,g,173,17,9,10,,237,515,245,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
319,319,100,g,247,7.5,0.4,52,,360,120,87,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
320,320,100,g,234,7.5,0.7,48,,0,0,98,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
321,321,100,g,242,8.4,1.2,48,,400,190,164,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
322,322,100,g,344,12.4,1.7,67.7,,400,200,256,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
323,323,100,g,256,9.1,1,51,,0,0,218,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
324,324,100,g,271,8.2,0.4,57.1,,280,120,61,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
325,325,100,g,356,11.8,1.4,72,,30,200,132,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
326,326,100,g,353,8.9,1.2,74.6,,0,0,146,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
327,327,100,g,351,9.6,1.7,72.1,,10,300,250,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
328,328,100,g,348,9.5,1.5,72,,3,160,236,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
329,329,100,g,354,8.1,1.2,75.5,,30,200,150,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
330,330,100,g,358,9.4,0.9,75.9,,25,180,101,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
331,331,100,g,374,13.6,6.3,63.3,,35,370,353,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
332,332,100,g,360,10.9,0.6,75.6,,200,140,97,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
333,333,100,g,386,10.2,2.2,79.1,,200,140,156,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
334,334,100,g,425,8.2,9.5,74,,300,90,150,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
335,335,100,g,584,25.8,44.5,15.7,,7,680,400,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
336,336,100,g,705,12,63,17,,4,690,460,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
337,337,100,g,437,20,35,7.2,,2300,100,92,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
338,338,100,g,177,12.5,10,8.1,,0,0,85,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
339,339,100,g,658,21,59,3.7,,4,450,360,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
340,340,100,g,410,0,0,100,,0.3,0.5,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
341,341,100,g,320,0,0,78,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
342,342,100,g,336,0.5,0.2,81,,5,10,33,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
343,343,100,g,340,0,0,83,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
344,344,100,g,394,0,0,96,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
345,345,100,g,405,1.2,6.4,83.1,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
346,346,100,g,406,3.7,5,84,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
347,347,100,g,323,2.7,5.4,64,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
348,348,100,g,422,6.4,6.9,81,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
349,349,100,g,403,0,0,98.5,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
350,350,100,g,417,2.3,2,95,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
351,351,100,g,405,0,0,99,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
352,352,100,g,420,3.1,9.1,78.7,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
353,353,100,g,574,7,33.8,56.3,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
354,354,100,g,264,0.4,0,84,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
355,355,100,g,240,0.65,0,58,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
356,356,100,g,240,0.64,0,58,,0,0,15,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
357,357,100,g,244,0.62,0,59,,0,0,14,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
358,358,100,g,246,0,0,60,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
359,359,100,g,250,0.83,0,60,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
360,360,100,g,239,0.34,0,58,,0,0,10,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
361,361,100,g,239,0.35,0,58,,0,0,12,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
362,362,100,g,278,0,0,69,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
363,363,100,g,314,0.6,0,76,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
364,364,100,g,269,0.5,0,65,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
365,365,100,g,225,0.8,0,54,,0,0,12,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
366,366,100,g,292,0.42,0,71,,0,0,10,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
367,367,100,g,232,1.5,0,55,,0,0,17,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
368,368,100,g,536,6.5,27.5,62,,60,900,619,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
369,369,100,g,605,6.9,40,50,,10,442,445,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
370,370,100,g,548,18.6,31.5,43,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
371,371,100,g,302,2.5,30,3.1,,70,126,35,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
372,372,100,g,297,2.5,29.5,3,,30,95,60,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
373,373,100,g,721,6,74,2,,10,14,25,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
374,374,100,g,930,0,100,0,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
375,375,100,g,930,0,100,0,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
376,376,100,g,930,0,100,0,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
377,377,100,g,767,0,82.5,0,,0,0,12,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
378,378,100,g,930,0,100,0,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
379,379,100,g,43,0.5,0,2.9,,5,33,28,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
380,380,100,g,1,0,0,0,,0,33,1,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
381,381,100,g,0.5,0,0,0,,1,20,60,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
382,382,100,g,569,1.9,32,64.3,,250,471,240,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
383,383,100,g,46,0,0,11,,8,150,1,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
384,384,100,g,310,0.1,0,78.5,,0,8,5,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
385,385,100,g,134,0,0,32.6,,0,38,26,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
386,386,100,g,109,2,0.3,24,,1200,600,40,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
387,387,100,g,774,1.5,80,3,,400,18,60,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
388,388,100,g,105,6,6,6,,2500,200,190,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
389,389,100,g,165,2.2,4.5,27.8,,0,99,117,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
390,390,100,g,386,21.4,19,32.4,,40,1600,700,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
391,391,100,g,70,0.1,0,2,,3,88,8,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
392,392,100,g,65,0.1,0,0.3,,3,100,10,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
393,393,100,g,0,15,43.3,0,,2193,539,506,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
394,394,100,g,0,2,0,0,,7,485,52,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
395,395,100,g,,0.74,,,,1,77,12,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
396,396,100,g,,17,,,,0,800,150,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
397,397,100,g,,3,,,,0,0,0,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
398,398,100,g,,3,,,,56,554,58,,,,"2026-02-13 06:50:34","2026-02-13 06:50:34"
399,399,100,ml,0,0,0,0,,0,0,0,,,,"2026-01-25 16:30:40","2026-01-25 16:30:40"
400,400,100,g,97,0.1,,,,90,10101,6868,,,,"2026-01-25 16:36:05","2026-01-25 16:36:05"
401,401,100,g,247,4,1.2,80.6,,10,431,64,,,,"2026-01-25 16:39:34","2026-01-25 16:39:34"
402,402,100,g,80,1.82,0.75,17.77,,13,415,34,,,,"2026-01-25 16:42:41","2026-01-25 16:42:41"
403,403,100,g,164,8.9,2.6,27.4,7.6,7,291,168,49,48,2.9,"2026-02-03 19:57:29","2026-02-03 19:57:29"
404,404,100,g,288,0.1,12.7,12.7,0,9,148,6,11,12,0.1,"2026-02-03 20:10:00","2026-02-03 20:10:00"
405,405,100,g,130,2.7,0.3,28.2,0.4,1,35,43,10,12,1.2,"2026-02-03 20:15:34","2026-02-03 20:15:34"
406,406,100,g,31,1.82,0.12,7.13,,6,209,38,37,25,1.04,"2026-02-03 20:20:30","2026-02-03 20:20:30"
407,407,100,g,25,0.4,,8.6,0.4,1,124,6,7,6,0,"2026-02-03 20:24:41","2026-02-03 20:24:41"
408,408,100,g,47,1.5,0.3,16,10.6,6,160,12,134,15,0.8,"2026-02-03 20:30:29","2026-02-03 20:30:29"
409,409,100,g,43,3.5,1.1,7,2.1,0,740,,,,,"2026-02-03 20:31:05","2026-02-03 20:33:59"
410,410,100,g,86,1.7,0.1,20,,13,328,40,8,20,0.3,"2026-02-03 20:54:48","2026-02-03 20:54:48"
411,411,100,g,50,0.3,,10,0.2,40,30,50,120,10,0.1,"2026-02-03 21:07:36","2026-02-03 21:07:36"
